plot,frequency,height,landuse,value,landscape,Time,species,transmission,ambient.noise,excess_attenuation,extinction,extinction_species,area_ha,tree_density,basal_area_m2_ha,tree_height_m,crown_base_height_m,understory_density,understory_height_m,pred_species,rel_pred_species
BJ4,2.4,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.816227739,71.92870289,NA,0.915619351,NA,0.001961002,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,2.4,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-7.544690608,36.87042304,NA,5.984768788,NA,65.67929429,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,2.4,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-7.544690608,71.92870289,NA,1.090623903,NA,0.00282298,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,2.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-10.70363895,36.79161738,NA,4.038538376,NA,1.013889503,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,2.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-10.70363895,71.61223023,NA,0.78379341,NA,0.001506546,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,2.6,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.894909047,36.79161738,NA,4.858541444,NA,5.2212105,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,2.6,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.894909047,71.61223023,NA,0.943059461,NA,0.002071579,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,2.6,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-7.667805884,36.79161738,NA,5.86869932,NA,50.67755846,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,2.6,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-7.667805884,71.61223023,NA,1.112955863,NA,0.002948899,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-10.42973692,36.83506673,NA,4.17999964,NA,1.414975726,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-10.42973692,71.34694534,NA,0.833492795,NA,0.001667594,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.052271663,71.34694534,NA,0.955915691,NA,0.002125458,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3,2,Jungle rubber,extrapolated,Bukit 12,sunrise,Malacocincla malaccensis,-9.052271663,36.83506673,NA,4.768603095,3.774314472,4.357372214,672,490.7271,14.95,8.35,0.0029296,0.5933,38.52083227,0.877780362
BJ4,3,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-7.914036435,36.83506673,NA,5.628434889,NA,29.74852343,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-7.914036435,71.34694534,NA,1.108264458,NA,0.002912851,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.3,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-10.2243104,37.21950879,NA,4.294656069,NA,1.921530375,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.3,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-10.2243104,71.2502179,NA,0.866353173,NA,0.001788147,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.3,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.170293624,37.21950879,NA,4.665124004,NA,3.5418442,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.3,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.170293624,71.2502179,NA,0.954144809,NA,0.002117921,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.3,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.098709349,37.21950879,NA,5.418858582,NA,18.84655464,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.3,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.098709349,71.2502179,NA,1.092442779,NA,0.002816356,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-10.01888388,38.89830516,NA,4.311397841,NA,2.16979961,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-10.01888388,70.76882352,NA,0.944395776,NA,0.002107258,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.6,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.288315586,38.89830516,NA,4.425155875,NA,2.191930668,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.6,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.288315586,70.76882352,NA,0.993854472,NA,0.002292993,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.6,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.283382262,38.89830516,NA,5.062364127,NA,8.879535297,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,3.6,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.283382262,70.76882352,NA,1.124655901,NA,0.003000411,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4,0.1,Jungle rubber,measured,Bukit 12,sunrise,NA,-9.744981855,36.45668603,10.17769141,4.934590474,NA,8.909172442,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4,0.1,Jungle rubber,measured,Bukit 12,sunset,NA,-9.744981855,NA,10.17769141,NA,NA,NA,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4,2,Jungle rubber,measured,Bukit 12,sunrise,NA,-9.445678202,36.45668603,3.59298071,4.610337173,NA,3.176310029,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4,2,Jungle rubber,measured,Bukit 12,sunset,NA,-9.445678202,NA,3.59298071,NA,NA,NA,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4,5,Jungle rubber,measured,Bukit 12,sunrise,NA,-8.529612813,36.45668603,0.102056644,5.183789543,NA,11.06008283,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4,5,Jungle rubber,measured,Bukit 12,sunset,NA,-8.529612813,NA,0.102056644,NA,NA,NA,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.4,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-10.11999625,36.84208886,NA,4.576806454,NA,3.984048165,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.4,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-10.11999625,72.07237186,NA,0.809795287,NA,0.001610618,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.4,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.401628296,36.84208886,NA,4.59200651,NA,3.066495948,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.4,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.401628296,72.07237186,NA,0.843340262,NA,0.00169706,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.4,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.469294863,36.84208886,NA,5.175498075,NA,10.88840346,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.4,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.469294863,72.07237186,NA,0.942170987,NA,0.002075887,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.8,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-10.49501065,38.36801096,NA,4.160037316,NA,1.579732698,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.8,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-10.49501065,80.26142782,NA,-0.025318135,NA,0.000298651,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.8,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.35757839,38.36801096,NA,4.452082492,NA,2.322794443,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.8,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.35757839,80.26142782,NA,-0.027943446,NA,0.000297084,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.8,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.408976912,38.36801096,NA,5.027869083,NA,8.073449341,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,4.8,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.408976912,80.26142782,NA,-0.031227372,NA,0.00029514,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.2,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-10.87002505,37.05688748,NA,4.077627463,NA,1.262659079,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.2,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-10.87002505,85.35455913,NA,-0.496642463,NA,0.000116663,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.2,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.313528483,37.05688748,NA,4.6164642,NA,3.238503688,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.2,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.313528483,85.35455913,NA,-0.575074193,NA,9.95E-05,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.2,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.348658962,37.05688748,NA,5.226969559,NA,12.12129897,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.2,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.348658962,85.35455913,NA,-0.643359697,NA,8.69E-05,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-11.24503945,42.47570864,NA,3.396641286,NA,0.300284987,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-11.24503945,85.84832428,NA,-0.522662842,NA,0.000110653,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.6,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.269478577,42.47570864,NA,4.055129765,NA,1.055374462,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.6,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.269478577,85.84832428,NA,-0.63116883,NA,8.89E-05,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.6,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.288341012,42.47570864,NA,4.595506766,NA,3.358519841,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,5.6,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.288341012,85.84832428,NA,-0.707725996,NA,7.65E-05,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.1,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-11.71380744,42.34265893,NA,3.241056016,NA,0.211792731,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.1,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-11.71380744,82.91773015,NA,-0.249768855,NA,0.000190673,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.1,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.214416195,42.34265893,NA,4.097780432,NA,1.155453328,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.1,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.214416195,82.91773015,NA,-0.316884214,NA,0.000166704,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.1,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.212943573,42.34265893,NA,4.655984334,NA,3.803345386,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.1,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.212943573,82.91773015,NA,-0.356641089,NA,0.000154041,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-12.18257544,44.84127005,NA,2.893266706,NA,0.103255404,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-12.18257544,83.34271887,NA,-0.274629764,NA,0.000181403,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.6,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.159353812,44.84127005,NA,3.852819424,NA,0.71064763,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.6,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.159353812,83.34271887,NA,-0.365331399,NA,0.000151322,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.6,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.137546135,44.84127005,NA,4.385907251,NA,2.198943156,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,6.6,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.137546135,83.34271887,NA,-0.412348295,NA,0.00013783,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.1,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-12.65134344,48.05247891,NA,2.525807701,NA,0.049126925,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.1,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-12.65134344,82.43975424,NA,-0.19286316,NA,0.000213615,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.1,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.104291429,48.05247891,NA,3.525862205,NA,0.37048375,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.1,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.104291429,82.43975424,NA,-0.268382219,NA,0.000183692,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.1,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.062148697,48.05247891,NA,4.020341539,NA,1.047189035,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.1,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.062148697,82.43975424,NA,-0.303877867,NA,0.000171159,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-13.12011143,40.08964216,NA,3.042751152,NA,0.138192324,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-13.12011143,74.12342944,NA,0.447964803,NA,0.000769585,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.6,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.049229047,40.08964216,NA,4.442565142,NA,2.367629236,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.6,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.049229047,74.12342944,NA,0.651367898,NA,0.001157018,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.6,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-7.986751259,40.08964216,NA,5.083527553,NA,9.124045948,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,7.6,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-7.986751259,74.12342944,NA,0.740828583,NA,0.001386128,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8,0.1,Jungle rubber,measured,Bukit 12,sunrise,NA,-13.49512583,38.19442096,22.52306915,3.103066264,NA,0.156742192,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8,0.1,Jungle rubber,measured,Bukit 12,sunset,NA,-13.49512583,NA,22.52306915,NA,NA,NA,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8,2,Jungle rubber,measured,Bukit 12,sunrise,NA,-9.005179141,38.19442096,2.085403002,4.685084227,NA,3.899142264,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8,2,Jungle rubber,measured,Bukit 12,sunset,NA,-9.005179141,NA,2.085403002,NA,NA,NA,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8,5,Jungle rubber,measured,Bukit 12,sunrise,NA,-7.926433309,38.19442096,-2.677561963,5.370302483,NA,16.39138585,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8,5,Jungle rubber,measured,Bukit 12,sunset,NA,-7.926433309,NA,-2.677561963,NA,NA,NA,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.1,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-13.47508181,38.06933793,NA,3.116283176,NA,0.160812169,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.1,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-13.47508181,72.11214772,NA,0.585800261,NA,0.00101404,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.1,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.053583037,38.06933793,NA,4.664103609,NA,3.692216856,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.1,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.053583037,72.11214772,NA,0.873917276,NA,0.001806883,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.1,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-7.951975151,38.06933793,NA,5.368402561,NA,16.31665468,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.1,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-7.951975151,72.11214772,NA,0.999426571,NA,0.002330199,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-13.37486172,37.99588141,NA,3.14231496,NA,0.168840435,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.6,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-13.37486172,70.56879931,NA,0.705355042,NA,0.001287838,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.6,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.295602517,37.99588141,NA,4.521930367,NA,2.67165021,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.6,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.295602517,70.56879931,NA,1.014922024,NA,0.002392202,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.6,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.079684363,37.99588141,NA,5.288798897,NA,13.82681114,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,8.6,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.079684363,70.56879931,NA,1.176290876,NA,0.003324585,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.2,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-13.25459761,38.38646673,NA,3.139671925,NA,0.167608672,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.2,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-13.25459761,67.58349983,NA,0.936789302,NA,0.002045692,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.2,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.586025894,38.38646673,NA,4.347015303,NA,1.889860483,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.2,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.586025894,67.58349983,NA,1.296194673,NA,0.004200737,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.2,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.232935417,38.38646673,NA,5.137052696,NA,10.11321142,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.2,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.232935417,67.58349983,NA,1.520542829,NA,0.006644509,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.8,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-13.1343335,39.22757396,NA,3.104703647,NA,0.156348536,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.8,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-13.1343335,66.78391643,NA,1.006308269,NA,0.002350946,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.8,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.87644927,39.22757396,NA,4.165515614,NA,1.367727174,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.8,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.87644927,66.78391643,NA,1.344750866,NA,0.004650265,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.8,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.386186471,39.22757396,NA,4.936185748,NA,6.697406152,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,9.8,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.386186471,66.78391643,NA,1.588621184,NA,0.0076176,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,10,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-13.09424547,39.50325279,NA,3.093711894,NA,0.153052335,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,10,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-13.09424547,67.1263626,NA,0.983338252,NA,0.002245535,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,10,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-9.973257063,39.50325279,NA,4.11253348,NA,1.251631083,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,10,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-9.973257063,67.1263626,NA,1.299846574,NA,0.004258367,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,10,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.437270156,39.50325279,NA,4.871551069,NA,5.866282455,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,10,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.437270156,67.1263626,NA,1.537759681,NA,0.006875193,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,11,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-12.89380528,41.6248111,NA,2.983201823,NA,0.123568289,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,11,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-12.89380528,66.68332885,NA,1.034267042,NA,0.0024885,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,11,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-10.45729602,41.6248111,NA,3.8093978,NA,0.744918345,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,11,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-10.45729602,66.68332885,NA,1.301826671,NA,0.004338541,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,11,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-8.69268858,41.6248111,NA,4.473221285,NA,2.599277224,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,11,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-8.69268858,66.68332885,NA,1.543213577,NA,0.00694673,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,12,0.1,Jungle rubber,measured,Bukit 12,sunrise,NA,-12.6933651,43.2053035,19.48054164,2.916955544,NA,0.109634909,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,12,0.1,Jungle rubber,measured,Bukit 12,sunset,NA,-12.6933651,NA,19.48054164,NA,NA,NA,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,12,2,Jungle rubber,measured,Bukit 12,sunrise,NA,-10.94133498,43.2053035,15.72202089,3.602232356,NA,0.531472274,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,12,2,Jungle rubber,measured,Bukit 12,sunset,NA,-10.94133498,NA,15.72202089,NA,NA,NA,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,12,5,Jungle rubber,measured,Bukit 12,sunrise,NA,-8.948107004,43.2053035,2.015676004,4.160922133,NA,1.374170157,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,12,5,Jungle rubber,measured,Bukit 12,sunset,NA,-8.948107004,NA,2.015676004,NA,NA,NA,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,13,0.1,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-12.21863058,44.65918505,NA,2.894596087,NA,0.102920893,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,13,0.1,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-12.21863058,65.73723776,NA,1.167877703,NA,0.003248939,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,13,2,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-11.21267079,44.65918505,NA,3.248094908,NA,0.231223365,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,13,2,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-11.21267079,65.73723776,NA,1.296886843,NA,0.004284409,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,13,5,Jungle rubber,extrapolated,Bukit 12,sunrise,NA,-7.940328127,44.65918505,NA,4.500312498,NA,2.715075908,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
BJ4,13,5,Jungle rubber,extrapolated,Bukit 12,sunset,NA,-7.940328127,65.73723776,NA,1.808075672,NA,0.011815102,672,490.7271,14.95,8.35,0.0029296,0.5933,NA,NA
